week,high,low,close,open,current_week,prev_high,prev_low,prev_close,prev_open
2025-06-16,1972.0,1876.5,1907.0,1904.9,2025-06-23,1972.0,1876.5,1907.0,1904.9
2025-06-23,2005.0,1875.1,1920.0,1875.3,2025-06-30,2005.0,1875.1,1920.0,1875.3
2025-06-30,1940.0,1855.1,1868.4,1924.9,2025-07-07,1940.0,1855.1,1868.4,1924.9
2025-07-07,1876.9,1810.0,1832.5,1870.0,2025-07-14,1876.9,1810.0,1832.5,1870.0
