week,high,low,close,open,current_week,prev_high,prev_low,prev_close,prev_open
2025-06-16,663.4,624.35,632.2,662.0,2025-06-23,663.4,624.35,632.2,662.0
2025-06-23,653.8,627.45,647.8,631.2,2025-06-30,653.8,627.45,647.8,631.2
2025-06-30,649.45,633.3,645.0,646.0,2025-07-07,649.45,633.3,645.0,646.0
2025-07-07,646.0,621.35,626.0,639.0,2025-07-14,646.0,621.35,626.0,639.0
