,week,prev_high,prev_low,prev_close,prev_open
0,2025-06-30,1935.1,1814.0,1922.0,1821.0
1,2025-07-07,1991.0,1906.9,1964.7,1924.0
2,2025-07-14,2028.8,1942.5,1978.0,1965.0
