,week,prev_high,prev_low,prev_close,prev_open
0,2025-06-30,28934.25,27975.8,28891.55,28033.8
1,2025-07-07,29030.6,28697.1,28897.3,28904.0
2,2025-07-14,29172.15,28848.25,28926.8,28930.7
