week,high,low,close,open,prev_high,prev_low,prev_close,prev_open
2025-06-30,446.0,428.9,434.4,434.35,452.0,412.55,432.45,415.25
2025-07-07,438.8,416.0,417.7,436.75,446.0,428.9,434.4,434.35
2025-07-14,421.05,413.8,417.45,418.55,438.8,416.0,417.7,436.75
