week,high,low,close,open,current_week,prev_high,prev_low,prev_close,prev_open
2025-06-16,170.09,158.05,165.4,168.0,2025-06-23,170.09,158.05,165.4,168.0
2025-06-23,173.1,162.5,169.78,162.9,2025-06-30,173.1,162.5,169.78,162.9
2025-06-30,174.6,165.53,167.0,170.21,2025-07-07,174.6,165.53,167.0,170.21
2025-07-07,170.16,159.75,160.0,166.67,2025-07-14,170.16,159.75,160.0,166.67
