,week,prev_high,prev_low,prev_close,prev_open
0,2025-06-30,4249.8,4066.6,4160.8,4067.0
1,2025-07-07,4274.1,4058.7,4216.8,4171.9
2,2025-07-14,4220.0,4026.5,4050.1,4220.0
