,week,prev_high,prev_low,prev_close,prev_open
0,2025-06-30,6176.5,5984.5,6034.0,6060.5
1,2025-07-07,6113.0,5838.5,5898.0,6025.5
2,2025-07-14,5950.0,5560.0,5563.0,5885.0
