,week,prev_high,prev_low,prev_close,prev_open
0,2025-06-30,1492.0,1377.7,1482.0,1380.0
1,2025-07-07,1480.5,1428.1,1442.3,1473.2
2,2025-07-14,1455.0,1399.0,1399.0,1436.1
