week,high,low,close,open,prev_high,prev_low,prev_close,prev_open
2025-06-30,4945.0,4813.6,4887.0,4930.5,4920.0,4730.5,4910.0,4775.0
2025-07-07,4905.8,4716.2,4800.0,4895.0,4945.0,4813.6,4887.0,4930.5
2025-07-14,4877.7,4786.7,4842.4,4800.0,4905.8,4716.2,4800.0,4895.0
