week,high,low,close,open,current_week,prev_high,prev_low,prev_close,prev_open
2025-06-16,954.0,922.55,937.5,935.2,2025-06-23,954.0,922.55,937.5,935.2
2025-06-23,962.25,927.35,959.5,928.05,2025-06-30,962.25,927.35,959.5,928.05
2025-06-30,980.0,934.0,942.5,957.75,2025-07-07,980.0,934.0,942.5,957.75
2025-07-07,953.0,920.5,920.8,940.7,2025-07-14,953.0,920.5,920.8,940.7
