,week,prev_high,prev_low,prev_close,prev_open
0,2025-06-30,25654.2,24824.85,25632.45,24939.75
1,2025-07-07,25669.35,25331.65,25467.8,25661.65
2,2025-07-14,25548.7,25129.0,25140.55,25450.45
