week,high,low,close,open,current_week,prev_high,prev_low,prev_close,prev_open
2025-06-16,6630.7,6459.75,6580.5,6560.3,2025-06-23,6630.7,6459.75,6580.5,6560.3
2025-06-23,6669.25,6523.4,6630.4,6589.45,2025-06-30,6669.25,6523.4,6630.4,6589.45
2025-06-30,6681.8,6565.6,6624.2,6635.75,2025-07-07,6681.8,6565.6,6624.2,6635.75
2025-07-07,6670.95,6549.95,6575.4,6624.1,2025-07-14,6670.95,6549.95,6575.4,6624.1
