week,high,low,close,open,prev_high,prev_low,prev_close,prev_open
2025-06-30,1177.9,1137.0,1155.0,1149.2,1176.0,1102.7,1146.5,1124.8
2025-07-07,1232.1,1148.6,1213.8,1155.0,1177.9,1137.0,1155.0,1149.2
2025-07-14,1293.9,1207.5,1278.1,1218.7,1232.1,1148.6,1213.8,1155.0
