week,high,low,close,open,prev_high,prev_low,prev_close,prev_open
2025-06-30,2475.6,2367.1,2392.0,2468.4,2463.7,2350.9,2458.5,2373.8
2025-07-07,2436.9,2388.0,2404.0,2399.4,2475.6,2367.1,2392.0,2468.4
2025-07-14,2414.7,2377.0,2392.8,2405.2,2436.9,2388.0,2404.0,2399.4
