week,high,low,close,open,current_week,prev_high,prev_low,prev_close,prev_open
2025-06-16,781.2,750.1,778.0,750.85,2025-06-23,781.2,750.1,778.0,750.85
2025-06-23,811.2,769.0,804.95,769.95,2025-06-30,811.2,769.0,804.95,769.95
2025-06-30,820.75,777.2,784.55,809.7,2025-07-07,820.75,777.2,784.55,809.7
2025-07-07,797.95,756.85,757.75,781.05,2025-07-14,797.95,756.85,757.75,781.05
