week,high,low,close,open,prev_high,prev_low,prev_close,prev_open
2025-06-30,9786.15,9453.3,9571.7,9604.2,9678.45,9064.1,9570.65,9083.0
2025-07-07,9578.55,9266.65,9380.8,9577.9,9786.15,9453.3,9571.7,9604.2
2025-07-14,9472.8,9352.55,9397.3,9379.65,9578.55,9266.65,9380.8,9577.9
