week,high,low,close,open,prev_high,prev_low,prev_close,prev_open
2025-06-30,1586.9,1472.9,1540.6,1511.0,1525.0,1366.1,1512.0,1386.1
2025-07-07,1554.5,1459.2,1475.4,1550.0,1586.9,1472.9,1540.6,1511.0
2025-07-14,1484.8,1460.1,1472.1,1482.9,1554.5,1459.2,1475.4,1550.0
