,week,prev_high,prev_low,prev_close,prev_open
0,2025-06-30,2449.0,2353.1,2390.5,2397.9
1,2025-07-07,2468.5,2381.0,2447.5,2381.0
2,2025-07-14,2491.9,2370.1,2376.0,2446.0
