week,high,low,close,open,current_week,prev_high,prev_low,prev_close,prev_open
2025-06-16,773.8,743.3,756.0,770.0,2025-06-23,773.8,743.3,756.0,770.0
2025-06-23,789.2,746.6,785.0,748.95,2025-06-30,789.2,746.6,785.0,748.95
2025-06-30,789.9,768.5,781.25,788.0,2025-07-07,789.9,768.5,781.25,788.0
2025-07-07,798.6,770.05,773.3,782.65,2025-07-14,798.6,770.05,773.3,782.65
