week,high,low,close,open,prev_high,prev_low,prev_close,prev_open
2025-06-30,70.59,67.0,68.7,70.5,72.43,67.34,69.99,67.69
2025-07-07,70.65,67.15,69.02,68.95,70.59,67.0,68.7,70.5
2025-07-14,70.07,68.56,69.2,69.0,70.65,67.15,69.02,68.95
