,week,prev_high,prev_low,prev_close,prev_open
0,2025-06-30,22001.0,21460.75,21981.15,21531.3
1,2025-07-07,22409.9,21856.2,22403.55,22036.25
2,2025-07-14,22418.2,21973.75,22221.75,22401.55
