,week,prev_high,prev_low,prev_close,prev_open
0,2025-06-30,1599.0,1530.0,1568.4,1532.1
1,2025-07-07,1592.0,1535.4,1576.6,1574.9
2,2025-07-14,1593.5,1511.1,1528.0,1581.7
