week,high,low,close,open,current_week,prev_high,prev_low,prev_close,prev_open
2025-06-16,320.45,308.5,313.0,309.9,2025-06-23,320.45,308.5,313.0,309.9
2025-06-23,334.2,308.2,333.0,310.0,2025-06-30,334.2,308.2,333.0,310.0
2025-06-30,347.7,328.8,345.1,334.0,2025-07-07,347.7,328.8,345.1,334.0
2025-07-07,358.65,343.3,344.3,345.8,2025-07-14,358.65,343.3,344.3,345.8
