week,high,low,close,open,prev_high,prev_low,prev_close,prev_open
2025-06-30,1314.3,1254.3,1296.4,1284.4,1296.8,1183.1,1275.1,1202.1
2025-07-07,1310.8,1215.5,1219.9,1303.1,1314.3,1254.3,1296.4,1284.4
2025-07-14,1263.2,1220.0,1260.9,1226.1,1310.8,1215.5,1219.9,1303.1
