week,high,low,close,open,prev_high,prev_low,prev_close,prev_open
2025-06-30,9148.0,8850.0,9107.0,9085.0,9345.0,8941.0,9050.5,9345.0
2025-07-07,9099.5,8531.5,8642.0,9099.5,9148.0,8850.0,9107.0,9085.0
2025-07-14,8740.0,8505.5,8737.5,8640.0,9099.5,8531.5,8642.0,9099.5
