,week,prev_high,prev_low,prev_close,prev_open
0,2025-06-30,31280.0,28355.0,30775.0,28735.0
1,2025-07-07,31885.0,30595.0,31280.0,30895.0
2,2025-07-14,31675.0,30825.0,31160.0,31315.0
