week,high,low,close,open,prev_high,prev_low,prev_close,prev_open
2025-06-30,464.8,449.3,456.4,464.5,468.4,454.5,461.9,457.45
2025-07-07,469.5,451.0,452.5,456.6,464.8,449.3,456.4,464.5
2025-07-14,461.0,450.0,460.45,453.1,469.5,451.0,452.5,456.6
