timestamp,open,high,low,close,V,RSI,ATR,ADX,EMA_20,EMA_50,EMA_200,VWAP,symbol,Supertrend,SUPERTd_10_3,SUPERTl_10_3,SUPERTs_10_3,date,PP,R1,R2,R3,R4,S1,S2,S3,S4,week,W_PP,W_R1,W_R2,W_R3,W_R4,W_S1,W_S2,W_S3,W_S4,prev_high,prev_low,prev_close,prev_open,X,PP_Demark,R1_Demark,S1_Demark,ChaikinVolatility,RVI,Signal,WeeklySignal
2025-09-22 11:15:00+05:30,25295.5,25300.05,25266.9,25285.5,0,34.85505958333242,0.0,0.0,0.0,0.0,0.0,0.0,Nifty 50,25177.760749999998,1.0,25177.760749999998,,2025-09-22,25355.850000000002,25365.55791666667,25378.615833333333,25391.67375,25430.8475,25339.44208333333,25326.384166666667,25313.32625,25274.1525,2025-09-22,24878.083333333332,24737.472916666666,24801.845833333333,24866.21875,25059.337499999998,24608.72708333333,24544.354166666664,24479.981249999997,24286.8625,25448.95,25286.3,25352.5,25441.05,101374.05,25343.5125,25400.725000000002,25238.075,-2.8232147811055874,34.18829943916869,Neutral,WeeklyBear
2025-09-22 13:15:00+05:30,25305.55,25306.25,25251.05,25276.5,0,35.46030061261034,0.0,0.0,0.0,0.0,0.0,0.0,Nifty 50,25177.760749999998,1.0,25177.760749999998,,2025-09-22,25355.850000000002,25365.55791666667,25378.615833333333,25391.67375,25430.8475,25339.44208333333,25326.384166666667,25313.32625,25274.1525,2025-09-22,24878.083333333332,24737.472916666666,24801.845833333333,24866.21875,25059.337499999998,24608.72708333333,24544.354166666664,24479.981249999997,24286.8625,25448.95,25286.3,25352.5,25441.05,101374.05,25343.5125,25400.725000000002,25238.075,-21.00007517089765,36.19543326836863,Neutral,WeeklyBear
2025-09-23 09:15:00+05:30,25209.0,25250.85,25110.05,25151.0,0,23.89732409722494,61.691718749999986,0.0,25297.465388942204,0.0,0.0,0.0,Nifty 50,25378.96675561956,-1.0,,25378.96675561956,2025-09-23,25227.649999999998,25216.759583333333,25233.319166666668,25249.87875,25299.557500000003,25183.64041666667,25167.080833333333,25150.52125,25100.8425,2025-09-22,24878.083333333332,24737.472916666666,24801.845833333333,24866.21875,25059.337499999998,24608.72708333333,24544.354166666664,24479.981249999997,24286.8625,25448.95,25286.3,25352.5,25441.05,101374.05,25343.5125,25400.725000000002,25238.075,36.862880433469655,34.14923693395095,BearContinue,WNeutral
2025-09-23 10:15:00+05:30,25150.9,25154.35,25096.35,25098.9,0,20.51943962044605,61.50713281249998,0.0,25278.55439951914,0.0,0.0,0.0,Nifty 50,25321.415080057606,-1.0,,25321.415080057606,2025-09-23,25227.649999999998,25216.759583333333,25233.319166666668,25249.87875,25299.557500000003,25183.64041666667,25167.080833333333,25150.52125,25100.8425,2025-09-22,24878.083333333332,24737.472916666666,24801.845833333333,24866.21875,25059.337499999998,24608.72708333333,24544.354166666664,24479.981249999997,24286.8625,25448.95,25286.3,25352.5,25441.05,101374.05,25343.5125,25400.725000000002,25238.075,31.267109833989903,25.531153089460553,BearContinue,WNeutral
2025-09-23 11:15:00+05:30,25098.95,25142.6,25084.65,25142.6,0,29.518534704190614,61.32927617187484,0.0,25265.606361469698,0.0,0.0,0.0,Nifty 50,25307.468572051846,-1.0,,25307.468572051846,2025-09-23,25227.649999999998,25216.759583333333,25233.319166666668,25249.87875,25299.557500000003,25183.64041666667,25167.080833333333,25150.52125,25100.8425,2025-09-22,24878.083333333332,24737.472916666666,24801.845833333333,24866.21875,25059.337499999998,24608.72708333333,24544.354166666664,24479.981249999997,24286.8625,25448.95,25286.3,25352.5,25441.05,101374.05,25343.5125,25400.725000000002,25238.075,32.36577744788725,41.808327048671856,BearContinue,WNeutral
2025-09-23 12:15:00+05:30,25142.35,25223.8,25131.9,25197.9,0,38.940087298763466,62.857812363280985,0.0,25259.15813656782,0.0,0.0,0.0,Nifty 50,25307.468572051846,-1.0,,25307.468572051846,2025-09-23,25227.649999999998,25216.759583333333,25233.319166666668,25249.87875,25299.557500000003,25183.64041666667,25167.080833333333,25150.52125,25100.8425,2025-09-22,24878.083333333332,24737.472916666666,24801.845833333333,24866.21875,25059.337499999998,24608.72708333333,24544.354166666664,24479.981249999997,24286.8625,25448.95,25286.3,25352.5,25441.05,101374.05,25343.5125,25400.725000000002,25238.075,13.174840635989217,52.82794502905186,BearContinue,WNeutral
2025-09-23 13:15:00+05:30,25197.5,25261.9,25190.95,25206.9,0,40.337897381189805,63.26242174511697,0.0,25254.18117118041,0.0,0.0,0.0,Nifty 50,25307.468572051846,-1.0,,25307.468572051846,2025-09-23,25227.649999999998,25216.759583333333,25233.319166666668,25249.87875,25299.557500000003,25183.64041666667,25167.080833333333,25150.52125,25100.8425,2025-09-22,24878.083333333332,24737.472916666666,24801.845833333333,24866.21875,25059.337499999998,24608.72708333333,24544.354166666664,24479.981249999997,24286.8625,25448.95,25286.3,25352.5,25441.05,101374.05,25343.5125,25400.725000000002,25238.075,24.451486270807088,60.71862339623291,BearContinue,WNeutral
2025-09-23 14:15:00+05:30,25206.2,25236.25,25150.95,25174.5,0,37.049658341214375,64.36430065786108,0.0,25246.59248821085,0.0,0.0,0.0,Nifty 50,25307.468572051846,-1.0,,25307.468572051846,2025-09-23,25227.649999999998,25216.759583333333,25233.319166666668,25249.87875,25299.557500000003,25183.64041666667,25167.080833333333,25150.52125,25100.8425,2025-09-22,24878.083333333332,24737.472916666666,24801.845833333333,24866.21875,25059.337499999998,24608.72708333333,24544.354166666664,24479.981249999997,24286.8625,25448.95,25286.3,25352.5,25441.05,101374.05,25343.5125,25400.725000000002,25238.075,39.50656287140508,51.61951488030204,BearContinue,WNeutral
2025-09-23 15:15:00+05:30,25174.25,25185.8,25161.6,25185.8,0,38.91977571193996,62.35608562496806,58.83232612126555,25240.80272742886,0.0,0.0,0.0,Nifty 50,25307.468572051846,-1.0,,25307.468572051846,2025-09-23,25227.649999999998,25216.759583333333,25233.319166666668,25249.87875,25299.557500000003,25183.64041666667,25167.080833333333,25150.52125,25100.8425,2025-09-22,24878.083333333332,24737.472916666666,24801.845833333333,24866.21875,25059.337499999998,24608.72708333333,24544.354166666664,24479.981249999997,24286.8625,25448.95,25286.3,25352.5,25441.05,101374.05,25343.5125,25400.725000000002,25238.075,31.031852793648795,57.32843571686336,BearContinue,WNeutral
2025-09-24 09:15:00+05:30,25108.75,25149.85,25049.45,25094.7,0,30.939634616695628,66.05578134371959,58.36874047944458,25226.888181959446,0.0,0.0,0.0,Nifty 50,25307.468572051846,-1.0,,25307.468572051846,2025-09-24,25177.45,25202.047916666666,25218.295833333334,25234.54375,25283.2875,25169.552083333332,25153.304166666665,25137.056249999998,25088.3125,2025-09-22,24878.083333333332,24737.472916666666,24801.845833333333,24866.21875,25059.337499999998,24608.72708333333,24544.354166666664,24479.981249999997,24286.8625,25448.95,25286.3,25352.5,25441.05,101374.05,25343.5125,25400.725000000002,25238.075,41.099441488662606,51.157078158661875,BearContinue,WNeutral
