week,high,low,close,open,prev_high,prev_low,prev_close,prev_open
2025-06-30,2385.0,2261.0,2299.8,2380.0,2450.9,2353.0,2364.0,2419.8
2025-07-07,2319.5,2196.0,2202.9,2305.0,2385.0,2261.0,2299.8,2380.0
2025-07-14,2252.0,2192.9,2250.0,2206.3,2319.5,2196.0,2202.9,2305.0
