week,high,low,close,open,prev_high,prev_low,prev_close,prev_open
2025-06-30,86.3,84.01,84.9,85.97,86.58,81.11,85.8,81.39
2025-07-07,88.78,84.3,88.01,85.0,86.3,84.01,84.9,85.97
2025-07-14,89.75,87.57,89.36,88.18,88.78,84.3,88.01,85.0
