week,high,low,close,open,prev_high,prev_low,prev_close,prev_open
2025-06-30,1336.1,1270.0,1313.8,1318.0,1324.5,1270.6,1312.0,1275.3
2025-07-07,1314.0,1210.8,1214.8,1314.0,1336.1,1270.0,1313.8,1318.0
2025-07-14,1218.6,1201.2,1204.9,1210.9,1314.0,1210.8,1214.8,1314.0
