week,high,low,close,open,prev_high,prev_low,prev_close,prev_open
2025-06-30,7425.0,6720.0,7329.5,6885.5,6954.0,6411.0,6858.0,6465.0
2025-07-07,7842.0,7260.0,7458.5,7347.0,7425.0,6720.0,7329.5,6885.5
2025-07-14,7609.0,7459.0,7539.0,7460.0,7842.0,7260.0,7458.5,7347.0
