week,high,low,close,open,current_week,prev_high,prev_low,prev_close,prev_open
2025-06-16,3385.0,3195.1,3208.7,3250.0,2025-06-23,3385.0,3195.1,3208.7,3250.0
2025-06-23,3271.9,3082.0,3199.0,3199.0,2025-06-30,3271.9,3082.0,3199.0,3199.0
2025-06-30,3378.8,3196.2,3294.9,3201.0,2025-07-07,3378.8,3196.2,3294.9,3201.0
2025-07-07,3354.9,3105.1,3110.0,3290.0,2025-07-14,3354.9,3105.1,3110.0,3290.0
