,week,prev_high,prev_low,prev_close,prev_open
0,2025-06-30,6586.0,5975.0,6474.0,6000.0
1,2025-07-07,6871.0,6468.5,6705.0,6488.0
2,2025-07-14,6809.0,6605.0,6681.0,6700.0
