week,high,low,close,open,prev_high,prev_low,prev_close,prev_open
2025-06-30,274.6,259.4,266.35,274.1,274.5,259.2,273.0,262.6
2025-07-07,271.95,264.4,265.9,267.0,274.6,259.4,266.35,274.1
2025-07-14,268.3,265.05,267.55,266.2,271.95,264.4,265.9,267.0
