week,high,low,close,open,current_week,prev_high,prev_low,prev_close,prev_open
2025-06-16,122.9,113.33,117.07,120.2,2025-06-23,122.9,113.33,117.07,120.2
2025-06-23,125.55,115.0,123.0,115.09,2025-06-30,125.55,115.0,123.0,115.09
2025-06-30,124.85,117.3,117.9,122.98,2025-07-07,124.85,117.3,117.9,122.98
2025-07-07,117.59,112.1,112.8,117.3,2025-07-14,117.59,112.1,112.8,117.3
