week,high,low,close,open,prev_high,prev_low,prev_close,prev_open
2025-06-30,337.25,331.0,335.75,335.8,341.3,321.35,335.75,333.5
2025-07-07,345.6,333.75,342.4,335.5,337.25,331.0,335.75,335.8
2025-07-14,345.0,341.8,342.55,343.25,345.6,333.75,342.4,335.5
