,week,prev_high,prev_low,prev_close,prev_open
0,2025-06-30,3064.3,2931.6,3056.7,2933.3
1,2025-07-07,3124.9,3015.6,3088.9,3054.9
2,2025-07-14,3095.5,2990.5,2998.2,3081.1
