,week,prev_high,prev_low,prev_close,prev_open
0,2025-06-30,1658.0,1581.2,1634.0,1589.0
1,2025-07-07,1666.9,1574.3,1585.2,1648.9
2,2025-07-14,1597.9,1553.7,1565.5,1585.0
