,week,prev_high,prev_low,prev_close,prev_open
0,2025-06-30,1941.1,1803.5,1838.0,1880.2
1,2025-07-07,1865.0,1763.0,1798.0,1838.0
2,2025-07-14,1875.0,1776.0,1784.0,1803.3
