,week,prev_high,prev_low,prev_close,prev_open
0,2025-06-30,3241.5,3122.7,3220.0,3163.7
1,2025-07-07,3221.0,3134.1,3162.0,3210.0
2,2025-07-14,3192.6,3062.4,3069.9,3162.5
