week,high,low,close,open,prev_high,prev_low,prev_close,prev_open
2025-06-30,1114.6,1073.3,1080.3,1111.1,1136.0,1032.0,1104.0,1041.5
2025-07-07,1106.3,1064.3,1077.5,1081.0,1114.6,1073.3,1080.3,1111.1
2025-07-14,1085.9,1070.7,1083.9,1079.9,1106.3,1064.3,1077.5,1081.0
