week,high,low,close,open,current_week,prev_high,prev_low,prev_close,prev_open
2025-06-16,5132.6,4844.0,4960.0,5045.0,2025-06-23,5132.6,4844.0,4960.0,5045.0
2025-06-23,5060.0,4785.0,4894.7,4973.0,2025-06-30,5060.0,4785.0,4894.7,4973.0
2025-06-30,5020.0,4845.0,4992.0,4910.0,2025-07-07,5020.0,4845.0,4992.0,4910.0
2025-07-07,5065.0,4819.7,4858.0,4994.0,2025-07-14,5065.0,4819.7,4858.0,4994.0
