week,high,low,close,open,current_week,prev_high,prev_low,prev_close,prev_open
2025-06-16,681.25,648.0,663.95,669.0,2025-06-23,681.25,648.0,663.95,669.0
2025-06-23,707.55,648.3,700.0,661.8,2025-06-30,707.55,648.3,700.0,661.8
2025-06-30,714.0,670.0,679.0,700.0,2025-07-07,714.0,670.0,679.0,700.0
2025-07-07,687.35,662.4,667.0,676.15,2025-07-14,687.35,662.4,667.0,676.15
