week,high,low,close,open,prev_high,prev_low,prev_close,prev_open
2025-06-30,410.9,396.6,401.8,408.9,411.5,384.55,409.5,385.0
2025-07-07,406.65,395.4,395.6,401.0,410.9,396.6,401.8,408.9
2025-07-14,402.5,395.5,401.7,396.85,406.65,395.4,395.6,401.0
