week,high,low,close,open,current_week,prev_high,prev_low,prev_close,prev_open
2025-06-16,7026.35,6709.1,6843.7,6924.9,2025-06-23,7026.35,6709.1,6843.7,6924.9
2025-06-23,7107.5,6782.7,7027.3,6782.7,2025-06-30,7107.5,6782.7,7027.3,6782.7
2025-06-30,7271.15,7046.85,7148.15,7053.55,2025-07-07,7271.15,7046.85,7148.15,7053.55
2025-07-07,7212.45,6982.3,7017.0,7150.45,2025-07-14,7212.45,6982.3,7017.0,7150.45
