week,high,low,close,open,current_week,prev_high,prev_low,prev_close,prev_open
2025-06-16,1541.0,1480.2,1493.0,1501.8,2025-06-23,1541.0,1480.2,1493.0,1501.8
2025-06-23,1522.4,1482.1,1506.4,1499.7,2025-06-30,1522.4,1482.1,1506.4,1499.7
2025-06-30,1525.0,1493.3,1512.0,1509.0,2025-07-07,1525.0,1493.3,1512.0,1509.0
2025-07-07,1519.2,1463.2,1486.0,1516.0,2025-07-14,1519.2,1463.2,1486.0,1516.0
