week,high,low,close,open,prev_high,prev_low,prev_close,prev_open
2025-06-30,1530.0,1430.9,1484.3,1524.9,1537.2,1467.9,1533.0,1489.1
2025-07-07,1489.0,1371.1,1379.9,1485.0,1530.0,1430.9,1484.3,1524.9
2025-07-14,1386.1,1354.0,1379.1,1375.2,1489.0,1371.1,1379.9,1485.0
