week,high,low,close,open,current_week,prev_high,prev_low,prev_close,prev_open
2025-06-16,36107.75,35180.65,35546.4,35796.75,2025-06-23,36107.75,35180.65,35546.4,35796.75
2025-06-23,36707.65,35280.1,36575.85,35361.0,2025-06-30,36707.65,35280.1,36575.85,35361.0
2025-06-30,36743.55,36164.45,36517.1,36672.15,2025-07-07,36743.55,36164.45,36517.1,36672.15
2025-07-07,36755.25,36039.7,36063.5,36553.75,2025-07-14,36755.25,36039.7,36063.5,36553.75
